4,0,10,0,0,0,0,1,1,1,1
4,0,10,3.5,0,0,0,1,1,1,1
4,0,10,7,0,0,0,1,1,1,1
4,0,10,10.5,0,0,0,1,1,1,1
4,0,10,14,0,0,0,1,1,1,1
2,0,10,18.96905,0,0,0,1,2,2,2
4,0,10,24.5,0,0,0,1,1,1,1
1,100,100,100,0,0,0,1,16,16,16
1,340,100,100,0,0,0,1,16,16,16
2,121,100,100,0,0,0,1,16,16,16
2,142,100,100,0,0,0,1,16,16,16
2,163,100,100,0,0,0,1,16,16,16
2,183.999,100,100,0,0,0,1,16,16,16
2,204.999,100,100,0,0,0,1,16,16,16
2,225.999,100,100,0,0,0,1,16,16,16
2,246.999,100,100,0,0,0,1,16,16,16
2,267.999,100,100,0,0,0,1,16,16,16
2,288.999,100,100,0,0,0,1,16,16,16
2,309.999,100,100,0,0,0,1,16,16,16
7,-255.947,2.9285,-265.183,0,0,0,1,2,2,2
1,187.528,18.9694,165.007,0,0,0,1,25,36,6
1,50.9547,18.9629,-69.4674,0,0,0,1,6,36,25
1,-158.479,19.0331,45.9826,0,0,0,1,25,36,6
1,157.475,19.0085,-162.525,0,0,0,1,29,36,6
1,1.04889,19.0232,55.5485,0,0,0,1,6,36,25
1,1.01646,18.9901,-44.5153,0,0,0,1,6,36,25
1,-300.047,24.8601,-0.0418637,0,0,0,1,4,48,604
1,18.9519,19.0043,-129.963,0,0,0,1,30,36,6
1,-117.98,27.2359,80.5351,0,0,0,1,6,19.5,25
7,-48.7593,4.91713,24.8973,0,0,0,1,2,2,2
1,16.4599,18.9535,155.474,0,0,0,1,25,36,25
1,79.9859,19.013,-53.0401,0,0,0,1,6,36,25
1,-199.026,19.0231,76.0204,0,0,0,1,6,36,50
1,-199.039,18.9783,-98.5474,0,0,0,1,6,36,2.7
1,31.951,27.1707,130.529,0,0,0,1,6,19.5,25
1,-33.5348,18.9821,-104.952,0,0,0,1,25,36,6
1,152.547,18.9929,118.462,0,0,0,1,31,36,6
1,201.018,18.9731,-0.517235,0,0,0,1,2,36,403
1,-118.041,9.01145,71.0507,0,0,0,1,6,16,6
1,11.9995,18.9744,-104.98,0,0,0,1,16,36,6
11,188.97,8.97461,-93.5035,0,0.7071068,0,0.7071068,1,16,10
1,165.044,19.0282,52.9847,0,0,0,1,6,36,25
1,34.009,19.0206,-4.97839,0,0,0,1,28,36,6
1,-118.016,18.973,-44.5234,0,0,0,1,6,36,25
1,103.467,18.9603,124.55,0,0,0,1,6,36,25
1,-183.453,18.965,-59.9737,0,0,0,1,25,36,6
1,-8.53045,18.9945,-130.004,0,0,0,1,25,36,6
1,1.00307,19.0083,80.5494,0,0,0,1,6,36,25
1,16.4965,18.9912,-160.002,0,0,0,1,25,36,6
11,-201.023,9.02665,-92.1771,0,-4.371139e-08,0,-1,3,16,10
1,32.011,8.96642,139.529,0,0,0,1,6,16,7
1,-149.016,18.9517,136.491,0,0,0,1,6,36,25
1,51.0045,19.0182,30.4562,0,0,0,1,6,36,25
1,41.4527,19.0297,-160.004,0,0,0,1,25,36,6
1,165.013,18.9736,22.0296,0,0,0,1,6,36,25
12,20.5088,5.46344,-65.0296,0,0,0,1,0,2,2
1,-83.4988,18.9644,-160.029,0,0,0,1,25,36,6
7,-254.599,3.31845,-291.892,0,0,0,1,2,2,2
1,53.4666,26.4843,165,0,0,0,1,36.5,51,6
1,80.0465,19.0156,-103.009,0,0,0,1,6,36,25
1,1.02825,18.9517,105.486,0,0,0,1,6,36,25
12,94.9956,20.0301,-159.383,0,-0.7071068,0,0.7071068,2,2,2
1,-158.458,18.9834,-159.963,0,0,0,1,25,36,6
0,95.0491,13.6756,-145.027,0,0,0,1,24,2,28.5
1,-108.549,18.9537,-59.9989,0,0,0,1,25,36,6
1,51.0256,19.0218,-19.4576,0,0,0,1,6,36,25
1,1.00755,19.0273,-19.5489,0,0,0,1,6,36,25
1,-183.549,27.31,-160.033,0,0,0,1,25,19.5,6
1,-67.9077,18.9702,-117.537,0,0,0,1,6,36,19
1,-43.0164,8.99408,-60.0149,0,0,0,1,6,16,6
1,19.477,44.4473,199.008,0,0,0,1,31,15,4
1,162.5,18.9807,164.991,0,0,0,1,25,36,6
1,140.018,18.9506,-103.011,0,0,0,1,6,36,25
1,0.0367493,24.7151,300.022,0,0,0,1,600,48,4
11,-34.3534,9.01892,-59.9734,0,0.70710707,0,0.70710653,1,16,10
1,-8.4213,19.0137,-59.9842,0,0,0,1,25,36,6
1,-14.4562,18.9514,114.977,0,0,0,1,25,36,6
1,-8.45806,18.9655,-160.035,0,0,0,1,25,36,6
1,-183.468,18.9624,98.986,0,0,0,1,25,36,6
1,165.003,18.9643,-2.96435,0,0,0,1,6,36,25
1,112.993,19.0353,165.045,0,0,0,1,25,36,6
1,-148.978,19.0467,161.476,0,0,0,1,6,36,25
0,137.512,37.9741,181.454,0,0,0,1,129,2,39
10,-33.531,12.8928,182.525,0,0,0.34201992,0.93969274,40,2,28
